id,label,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,feat90,feat91,feat92,feat93,feat94,feat95,feat96,feat97,feat98,feat99,feat100,feat101,feat102,feat103,feat104,feat105,feat106,feat107,feat108,feat109,feat110,feat111,feat112,feat113,feat114,feat115,feat116,feat117,feat118,feat119,feat120,feat121,feat122,feat123,feat124,feat125,feat126,feat127,feat128,feat129,feat130,feat131,feat132,feat133,feat134,feat135,feat136,feat137,feat138,feat139,feat140,feat141,feat142,feat143,feat144,feat145,feat146,feat147,feat148,feat149,feat150,feat151,feat152,feat153,feat154,feat155,feat156,feat157,feat158,feat159,feat160,feat161,feat162,feat163,feat164,feat165,feat166,feat167,feat168,feat169,feat170,feat171,feat172,feat173,feat174,feat175,feat176,feat177,feat178,feat179,feat180,feat181,feat182,feat183,feat184,feat185,feat186,feat187,feat188,feat189,feat190,feat191,feat192,feat193,feat194,feat195,feat196,feat197,feat198,feat199,feat200,feat201,feat202,feat203,feat204,feat205,feat206,feat207,feat208,feat209,feat210,feat211,feat212,feat213,feat214,feat215,feat216
519,1,0,0,2,0,16,3,0,6,0,0,0,0,7,0,0,0,7,0,6,0,0,5,0,1,0,1,0,27,0,2,1,0,0,0,7,0,0,0,3,1,0,0,1,5,1,0,5,0,1,2,1,1,1,2,0,0,0,2,0,3,1,38,1,0,1,6,0,0,56,2,0,1,2,0,1,0,1,0,0,1,1,5,18,1,1,0,0,0,0,0,0,2,6,26,1,0,2,3,0,1,8,11,0,0,1,3,0,13,1,0,5,0,1,1,1,31,4,0,1,0,3,1,1,0,0,0,0,1,1,6,10,1,0,0,1,2,0,4,1,0,2,1,2,3,0,0,1,2,1,0,0,2,0,0,1,0,0,1,0,5,3,8,0,1,0,2,1,2,0,0,4,0,0,0,0,11,0,14,0,0,0,3,2,4,2,1,0,0,1,2,13,1,0,0,3,8,1,7,0,2,0,0,15,0,2,1,1,2,1,0,0,10,0,34,3,0
520,1,0,12,1,0,5,0,0,4,2,0,1,1,1,9,2,0,9,1,7,7,0,0,0,1,2,3,1,0,0,2,1,0,0,0,0,1,0,2,16,1,1,1,1,4,5,0,0,0,10,16,0,3,0,0,2,0,3,0,0,2,4,0,1,1,2,0,3,0,1,3,0,5,3,7,7,2,0,3,0,7,1,0,25,2,2,3,0,18,1,1,0,0,2,3,7,0,1,2,1,1,0,8,4,1,0,4,0,4,0,0,6,0,7,1,5,0,1,0,4,0,19,0,0,0,1,0,4,0,1,1,0,0,2,2,4,0,0,2,4,2,4,0,3,6,0,0,3,21,3,0,1,7,2,2,0,0,3,1,1,0,12,0,3,3,2,0,2,0,1,1,0,0,2,0,0,9,1,2,1,7,15,3,1,9,15,0,2,2,18,0,0,1,0,0,4,0,4,3,0,3,1,1,6,1,14,1,0,2,2,0,5,6,2,2,7,18
521,1,0,3,3,0,0,3,0,6,1,0,0,5,4,0,2,1,12,0,10,7,0,2,0,1,2,0,1,0,0,2,12,2,0,0,0,2,0,1,4,1,0,3,9,5,7,3,0,4,1,0,1,28,4,1,1,0,0,0,0,6,6,0,0,2,0,0,1,4,4,2,7,0,2,4,9,1,0,2,3,10,0,2,3,0,0,2,4,3,0,0,2,0,2,7,1,0,0,3,5,5,0,0,0,1,0,38,5,0,0,1,12,0,0,2,3,4,1,0,4,0,2,2,0,0,1,1,1,0,6,5,2,0,0,4,1,0,0,0,0,2,2,0,7,7,0,1,0,1,0,0,1,3,0,0,0,4,1,0,1,0,14,0,3,1,0,0,2,0,2,4,1,0,3,0,0,15,2,0,7,0,3,11,8,6,2,0,0,0,2,8,4,9,3,0,4,0,7,0,0,6,3,0,9,1,1,3,6,0,1,1,0,29,0,30,0,4
522,1,0,13,3,0,9,5,0,1,1,0,1,1,12,2,2,1,19,7,19,1,0,3,0,1,2,4,0,2,2,5,0,1,0,0,0,6,0,3,14,1,3,0,2,3,0,0,5,1,1,3,3,4,0,1,1,1,0,0,0,0,2,8,2,0,3,2,2,1,0,1,3,2,9,2,3,0,0,0,1,0,1,9,26,0,2,4,5,9,0,0,6,0,0,8,5,1,1,5,3,1,3,19,0,9,1,6,0,15,0,0,12,0,1,3,0,5,0,0,4,2,12,0,0,0,0,0,1,3,0,3,2,1,0,5,3,0,0,3,2,0,3,0,4,10,0,0,1,9,7,0,1,2,0,1,1,2,1,0,1,3,7,0,0,0,0,3,1,1,0,1,1,0,1,1,1,20,0,6,2,0,2,1,2,2,5,0,0,0,2,1,2,2,1,0,4,1,3,5,1,2,0,0,0,0,14,3,4,6,1,0,0,3,1,5,10,12
523,1,0,7,0,1,0,3,0,12,6,0,0,1,0,3,0,0,8,1,8,9,0,1,0,0,1,3,2,0,0,3,2,1,0,0,0,1,0,4,10,0,1,0,19,16,0,1,0,0,8,9,0,5,2,0,0,0,0,1,1,3,19,0,0,1,0,0,0,11,3,4,0,13,1,8,12,3,0,2,0,6,0,1,8,0,0,0,1,7,0,0,1,0,0,1,1,0,0,9,2,0,0,1,1,0,0,7,1,0,0,0,12,0,1,0,1,1,0,1,11,0,7,1,0,2,1,0,10,0,0,1,2,0,0,10,13,0,0,0,3,2,6,0,16,2,0,0,1,10,0,0,0,8,1,0,0,0,0,0,0,0,7,1,2,2,0,1,1,0,1,12,0,0,0,0,0,13,0,0,5,1,8,7,19,9,2,0,1,0,6,19,0,14,1,0,1,1,8,1,1,3,1,0,8,0,3,2,3,2,0,0,0,9,1,13,3,5
524,0,0,0,3,0,2,5,1,0,0,4,8,0,0,0,0,0,0,2,0,0,0,1,11,0,1,0,0,2,0,1,0,0,0,3,0,0,1,0,1,0,18,0,0,2,0,0,29,1,1,0,0,1,0,0,0,0,0,11,1,0,0,34,1,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,22,2,1,1,0,0,0,1,0,2,0,1,24,9,3,0,0,0,0,19,11,0,0,2,0,0,3,0,0,0,3,0,2,0,0,0,0,0,14,10,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,4,0,1,0,1,9,1,0,3,0,2,2,15,0,1,1,0,0,0,0,0,2,0,35,0,0,0,1,0,10,0,4,0,0,30,0,0,0,1,11,0,30,0,0,1,0,0,0,0,1,0,12,2,0,2,0,0,0,0,2,0,20,0,0,0,1,0,1,0,16,0,57,2,1,0,0,0,0,21,0
525,0,7,0,0,1,0,7,2,8,0,16,2,13,4,0,0,1,4,0,0,0,4,0,0,1,0,0,1,0,0,4,1,0,2,4,1,1,3,0,0,2,1,0,12,0,0,1,1,1,0,0,0,37,12,0,0,0,0,14,2,0,0,1,2,10,0,0,4,0,52,0,9,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,2,6,0,1,48,0,0,0,0,1,4,9,0,0,0,0,8,7,0,0,0,0,5,0,0,0,1,0,1,0,1,0,1,0,0,0,12,0,0,3,7,0,1,0,0,1,0,0,0,0,0,1,10,2,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,39,49,0,0,0,0,0,5,0,0,0,1,5,2,6,0,6,5,2,2,11,0,9,0,35,0,0
526,1,0,4,2,1,0,1,0,19,1,0,0,1,19,1,0,3,5,2,15,7,0,1,1,1,2,3,0,2,0,1,1,0,0,1,0,0,0,0,11,0,1,0,10,6,3,0,0,1,4,11,2,10,6,0,0,1,0,5,2,3,7,0,4,0,1,0,1,1,0,1,2,5,1,20,0,0,0,0,0,1,2,5,5,0,2,0,2,8,0,1,2,1,0,7,0,2,1,6,2,3,1,4,0,3,3,20,2,0,2,0,1,8,1,0,5,0,0,0,1,0,6,1,0,1,0,0,8,2,2,1,2,1,0,10,1,0,0,0,3,1,3,4,9,1,2,1,3,10,0,1,1,2,1,2,0,2,0,2,2,1,8,1,0,3,0,2,1,1,0,10,1,0,4,0,0,8,0,0,3,0,6,2,10,4,4,0,0,0,14,10,4,11,0,4,2,2,5,4,0,6,1,1,5,5,5,5,2,1,2,1,0,24,0,7,1,7
527,1,0,8,0,3,0,0,0,8,4,0,0,1,2,6,1,0,17,1,23,2,0,1,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,9,7,0,0,0,7,6,9,1,0,2,2,2,1,17,1,0,0,0,0,0,0,5,2,0,0,2,0,0,0,3,0,6,4,2,0,1,13,0,0,7,1,11,0,0,11,0,2,0,0,5,0,0,0,0,0,4,0,0,0,3,0,1,0,1,1,1,0,22,7,0,0,0,8,0,5,0,2,2,0,0,4,0,11,0,0,0,0,0,2,5,1,6,0,0,0,3,6,0,0,0,0,0,7,0,5,10,0,0,0,1,1,0,0,7,0,1,0,1,0,0,0,0,17,0,8,0,0,2,0,0,5,0,0,0,0,0,0,23,0,0,10,1,6,10,2,14,9,0,0,0,3,7,0,4,1,0,17,0,9,0,0,36,1,0,7,0,4,0,0,1,0,0,0,17,1,15,0,11
528,0,4,2,3,0,2,1,12,1,0,1,2,6,0,1,0,8,0,3,1,0,0,1,28,1,3,3,0,6,0,4,1,0,0,11,0,1,0,0,3,0,5,1,3,0,2,2,16,2,2,1,3,1,0,0,0,0,2,1,1,0,1,11,1,0,0,12,2,0,0,0,2,0,8,1,0,0,5,0,0,0,0,4,2,2,2,0,2,0,5,2,1,0,1,3,3,14,3,0,1,0,10,3,2,1,12,1,3,7,8,0,0,27,2,5,0,6,1,0,0,29,3,0,4,5,0,2,0,0,1,0,0,0,7,0,0,0,2,7,2,0,0,26,2,0,6,1,2,3,5,7,1,1,1,4,6,4,2,12,1,5,1,1,0,6,0,4,4,10,0,1,18,0,0,0,0,1,1,8,0,5,1,2,1,0,2,1,2,6,0,2,1,1,0,1,1,7,0,0,1,0,0,1,0,3,2,0,0,8,4,1,2,1,0,4,4,0
529,0,7,0,1,1,0,6,2,2,0,12,0,2,2,0,0,1,1,0,0,0,6,1,34,0,2,0,0,8,1,2,0,0,5,11,0,1,34,0,1,10,0,2,3,0,0,1,4,2,0,0,0,3,4,13,0,2,0,9,2,0,0,5,1,4,0,2,3,0,12,0,8,0,1,1,0,0,0,0,0,0,0,2,0,7,1,2,0,0,2,3,3,2,0,10,0,1,4,0,1,0,35,0,0,0,2,0,8,4,3,0,1,15,0,0,0,4,3,1,0,32,0,0,0,0,3,33,0,3,2,6,0,1,0,0,0,0,0,0,1,0,1,11,2,0,25,4,0,0,0,3,0,0,0,2,2,6,0,6,1,4,0,0,0,0,0,1,0,4,0,1,13,0,1,1,1,1,0,3,0,0,0,0,0,1,0,3,0,4,0,4,9,1,0,0,1,0,1,1,0,1,1,11,0,1,0,0,3,1,4,18,0,3,0,5,1,0
530,0,0,9,4,0,18,0,1,0,2,1,3,0,2,22,2,1,3,12,5,2,0,13,0,1,0,13,0,8,0,0,0,0,0,0,0,2,0,1,14,0,2,0,0,0,3,0,2,0,5,7,0,1,0,1,1,0,2,1,1,2,0,1,1,0,23,4,2,0,0,0,0,0,0,1,3,0,2,4,0,0,1,0,36,0,1,0,0,3,0,0,0,2,0,0,14,0,2,0,0,1,0,16,7,1,0,1,0,10,0,0,1,0,5,5,1,2,0,0,1,0,40,0,2,0,1,0,0,4,1,0,0,0,6,0,0,0,0,16,0,0,0,0,0,4,0,0,2,4,1,0,0,12,0,1,2,0,0,0,0,1,5,5,10,0,2,17,3,0,0,0,0,0,0,0,0,3,1,6,0,1,0,0,0,2,32,1,0,1,8,0,0,0,0,1,6,2,0,6,1,1,1,0,0,0,24,2,0,3,1,0,1,0,21,0,15,0
531,1,0,1,0,0,0,17,0,13,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,0,0,0,0,0,1,0,2,4,0,4,1,0,1,0,0,1,0,0,1,0,15,0,0,0,0,0,10,0,0,6,10,56,1,7,0,0,0,0,0,23,28,0,0,2,0,5,0,0,18,0,0,10,0,0,0,25,0,0,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,7,0,28,0,11,0,1,1,0,6,0,0,1,0,0,0,0,0,1,0,0,2,11,0,0,0,0,0,0,0,0,2,0,0,11,0,1,16,0,0,1,0,0,1,1,0,0,0,0,0,6,3,5,0,0,0,0,0,9,11,0,0,0,0,0,0,1,24,0,24,0,0,1,0,0,4,9,51
532,1,0,9,0,2,2,1,0,7,1,0,0,0,0,1,0,0,24,3,6,3,0,0,0,0,1,0,0,0,2,3,9,1,2,0,0,1,0,5,13,1,1,2,5,7,2,0,1,1,4,0,1,7,2,0,1,0,0,0,0,4,4,0,5,1,1,0,1,5,1,4,2,3,5,4,9,2,0,5,1,3,0,1,36,0,6,0,1,7,0,0,2,0,0,3,2,0,1,2,0,0,1,3,5,1,1,7,0,6,0,2,12,0,26,0,5,2,1,0,5,0,27,1,0,0,1,0,2,0,0,1,2,0,0,4,6,0,0,0,0,0,7,0,2,16,0,1,0,15,8,0,0,8,0,0,0,0,0,0,0,1,15,0,2,1,0,2,2,1,2,2,0,0,1,0,1,10,0,0,1,3,8,2,1,1,6,0,0,0,6,7,3,10,1,0,1,0,7,3,0,2,1,0,7,0,29,2,0,5,1,0,1,2,4,3,4,6
533,1,0,15,1,2,5,4,0,3,2,2,3,1,0,0,0,0,13,1,11,5,0,7,1,0,2,7,0,0,1,0,1,0,0,0,0,0,0,0,26,1,1,0,1,7,1,0,1,3,10,28,1,2,0,0,0,0,0,0,1,3,5,1,7,0,1,1,0,2,0,0,1,1,19,9,3,0,0,4,0,0,3,12,27,0,0,1,1,29,0,0,2,0,0,4,6,3,2,17,1,0,2,7,0,4,3,3,0,7,0,1,3,0,0,0,0,1,2,0,2,0,5,1,0,0,0,0,8,2,0,2,0,1,0,3,2,0,0,3,5,0,7,0,3,1,0,0,2,15,3,1,1,4,0,0,0,0,0,1,0,4,5,1,0,3,0,4,2,1,0,8,2,0,4,0,0,5,0,8,5,2,7,2,2,7,7,2,1,2,9,0,0,1,0,0,2,1,2,16,0,1,0,0,0,0,1,1,0,6,1,0,1,0,0,0,4,27
534,1,0,6,2,1,0,8,1,7,3,0,5,1,1,0,0,0,5,1,2,4,0,1,1,0,0,1,0,0,0,0,0,1,2,2,0,1,0,0,24,0,4,0,2,6,0,0,1,0,10,12,0,1,0,1,0,0,0,4,1,0,3,0,10,0,0,0,1,0,3,0,0,10,15,20,0,6,0,2,0,1,2,23,19,1,0,0,0,14,1,2,12,0,0,4,0,1,0,16,0,0,2,2,0,0,1,3,5,1,0,0,3,4,0,0,2,0,0,1,2,0,2,0,0,0,0,3,12,1,0,4,1,2,0,3,1,0,0,0,5,0,15,3,9,0,1,0,1,10,0,1,2,2,0,1,0,3,1,3,0,4,7,0,0,3,0,2,0,0,0,9,2,0,9,0,2,8,0,3,2,0,9,0,1,2,0,1,1,2,13,4,3,1,2,0,0,0,3,12,0,1,3,4,1,2,0,20,1,23,1,1,0,3,0,2,6,24
535,1,4,1,1,0,0,3,5,6,0,5,1,10,0,0,2,2,4,0,1,0,1,1,4,0,0,0,8,0,0,4,1,1,0,0,0,0,4,0,2,5,0,0,14,0,2,4,1,2,0,0,0,32,1,2,1,1,0,1,1,0,0,2,2,4,0,0,3,0,9,0,10,1,0,2,12,3,0,1,0,0,0,9,1,2,0,0,1,1,0,5,4,1,0,11,1,0,0,5,12,3,2,8,0,0,2,17,8,0,0,0,1,5,0,0,0,0,0,5,0,5,1,1,0,1,2,3,1,0,2,7,0,7,0,4,1,0,0,0,0,1,0,0,32,4,10,2,1,1,0,0,2,0,0,0,1,0,1,1,2,3,16,0,0,0,0,1,0,0,0,4,4,0,0,0,1,29,0,0,0,0,2,12,21,0,0,0,2,1,1,23,11,5,0,0,0,4,3,0,1,0,0,1,1,0,1,6,6,10,1,1,0,12,0,29,0,1
536,0,2,0,1,1,4,8,4,0,0,10,17,1,4,0,2,3,5,0,3,0,0,9,10,0,0,1,0,1,0,1,0,1,0,4,1,0,2,0,4,1,3,2,0,2,1,0,23,1,1,1,1,1,1,0,0,1,0,14,5,0,1,4,8,0,0,0,0,0,3,0,4,0,8,0,0,2,1,3,0,0,0,12,4,0,0,1,0,0,2,5,8,0,0,24,1,12,0,2,0,1,27,5,0,0,0,0,1,4,0,0,2,13,0,0,0,0,1,0,0,10,1,0,0,0,0,10,0,1,0,17,0,0,0,0,0,0,1,0,4,0,2,30,0,0,9,1,1,0,0,3,4,1,0,0,0,2,1,1,0,23,2,0,0,1,0,8,0,8,0,1,32,0,2,0,0,6,0,6,0,0,0,0,0,2,0,0,0,11,0,0,6,0,0,0,0,0,2,14,0,2,0,2,0,0,0,13,0,16,3,7,0,1,0,0,10,4
537,0,0,10,0,0,5,0,0,0,6,0,0,1,8,10,3,0,18,7,27,2,0,3,0,3,0,1,0,1,2,6,31,0,1,0,0,2,0,8,5,0,0,1,2,2,5,1,0,0,0,0,1,6,2,0,0,0,0,0,0,12,0,0,0,1,3,0,0,1,0,3,0,0,0,1,1,0,5,10,4,0,0,1,5,2,5,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2,1,0,4,9,1,7,5,0,25,0,8,0,4,14,0,0,0,0,17,2,0,0,0,0,0,10,0,3,2,2,0,0,0,0,1,1,1,0,1,0,3,40,0,0,0,0,8,0,0,0,0,0,0,2,0,2,0,0,4,1,2,0,0,8,1,1,4,1,0,0,0,0,0,12,0,1,0,0,1,0,1,2,8,1,0,0,0,1,0,0,4,5,27,1,3,0,0,35,0,0,4,4,28,2,0,0,0,0,0,5,8,2,0,1
538,1,4,3,2,1,0,3,1,9,0,5,1,6,1,0,0,1,4,0,2,3,1,0,7,0,0,2,2,0,0,5,5,1,1,1,2,1,2,0,5,6,1,0,4,2,0,2,1,3,7,3,1,22,0,1,0,4,0,0,1,0,2,6,4,4,0,0,5,0,10,1,12,2,2,7,1,2,0,0,0,5,1,9,0,4,1,1,10,3,1,0,5,0,1,20,1,2,0,8,7,6,6,9,0,0,2,9,4,1,0,0,3,3,0,1,0,1,0,2,0,6,1,1,0,1,0,2,1,1,3,9,0,5,0,5,0,1,0,0,5,0,1,3,19,3,8,3,1,1,0,0,1,1,0,1,4,1,2,0,2,2,3,0,0,1,0,0,0,0,0,6,4,0,2,0,1,14,1,3,1,0,1,6,11,3,1,0,1,3,0,16,17,4,1,0,2,1,5,1,0,0,0,0,0,1,2,1,18,12,1,0,0,9,0,20,3,4
539,0,0,0,0,0,11,1,0,5,0,0,0,0,16,0,1,0,72,1,17,0,0,14,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,52,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,14,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,11,58,0,0,0,0,1,0,0,1,0,0,36,0,0,1,3,0,0,14,13,0,0,1,14,1,7,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,1,0,1,0,0,0,1,13,0,0,0,0,73,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,12,6,0,0,2,0,0,0,0,4,0,12,0,0,0,15,0,6,0,0
540,1,1,9,2,1,3,5,3,5,1,2,1,5,2,3,1,1,4,2,2,6,0,1,3,0,1,9,0,0,0,3,2,4,0,4,0,1,0,0,17,4,3,4,2,3,1,3,6,3,8,18,1,2,0,0,1,4,0,1,4,1,5,3,7,3,0,0,0,0,0,3,3,0,15,8,1,0,0,0,0,1,1,5,6,2,0,1,1,19,0,0,12,0,1,1,6,0,1,7,6,2,1,4,0,2,0,1,0,3,0,0,4,0,0,1,3,1,7,3,5,2,3,1,0,4,1,3,8,0,1,0,0,4,6,6,4,0,1,2,5,0,0,1,9,2,2,3,12,13,0,0,2,2,2,2,2,0,3,0,1,6,2,2,2,4,0,1,0,0,1,7,2,1,3,0,8,5,0,4,2,2,2,5,6,2,3,0,6,3,12,0,4,3,0,1,1,4,2,12,0,1,0,1,0,3,2,2,2,6,0,0,4,3,0,2,9,9
541,1,0,11,0,0,10,1,0,0,4,0,0,1,8,0,1,0,43,6,35,0,0,5,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,2,28,0,0,0,0,2,1,0,1,0,1,1,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3,0,3,2,0,0,0,1,0,3,3,0,41,0,0,0,0,1,0,0,1,0,0,10,1,0,4,0,0,0,0,21,2,0,0,16,0,16,0,0,29,0,6,0,0,4,0,0,1,0,21,1,0,0,1,0,0,4,0,2,0,1,0,2,0,0,0,0,0,0,3,0,1,22,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,6,1,1,0,0,0,1,0,0,1,57,0,0,9,2,1,1,0,7,7,0,0,0,6,0,1,0,1,1,13,1,5,1,0,4,0,0,0,0,13,0,0,2,0,0,2,8,1,13,0,4
542,1,0,0,5,0,0,0,0,0,4,0,0,8,1,0,0,0,1,2,5,24,0,0,0,6,0,0,4,0,0,1,18,0,1,0,0,0,0,8,1,0,0,2,2,0,1,9,0,0,10,5,0,26,1,0,0,0,0,0,0,6,3,0,0,4,0,0,2,5,0,24,1,5,0,1,15,0,0,0,1,33,0,1,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,5,5,1,0,1,0,1,13,0,0,0,0,4,0,3,0,16,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,12,16,0,0,0,0,0,1,0,2,6,0,1,3,7,1,0,0,18,3,0,0,0,1,0,0,0,10,0,0,1,0,1,7,0,0,0,0,0,0,0,0,7,6,1,14,2,8,18,2,8,0,1,0,0,10,7,0,23,2,1,0,0,2,0,0,3,0,0,14,2,1,0,0,0,0,0,1,16,1,39,0,8
543,0,1,0,1,0,0,9,0,14,0,12,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,17,0,2,1,1,0,17,2,1,0,0,0,0,0,1,1,1,0,1,0,0,28,0,0,2,1,8,0,0,0,1,1,37,0,7,2,2,8,0,6,0,0,0,0,0,42,1,0,2,1,0,0,1,27,14,0,0,9,0,0,0,6,0,0,6,0,0,1,0,1,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,35,2,0,0,4,0,0,0,0,0,1,0,0,2,0,2,1,28,0,20,0,0,0,0,0,12,0,0,0,1,0,0,0,0,6,1,0,0,1,1,0,0,0,0,1,6,0,7,1,0,1,0,1,1,0,0,0,0,0,0,0,0,8,0,17,23,0,0,1,0,0,1,2,0,0,2,1,1,0,0,25,0,21,2,13,0,0,0,0,0,1
544,0,1,1,2,0,7,0,0,0,2,0,0,1,6,0,0,2,2,6,8,2,0,4,0,0,6,0,0,13,0,4,4,0,18,0,0,11,0,0,3,2,0,8,2,3,1,1,4,0,1,0,2,5,2,0,0,1,0,1,0,1,6,13,5,4,3,4,0,1,1,1,4,0,4,3,1,1,4,2,0,3,4,2,3,1,2,1,1,1,1,1,3,3,0,5,0,7,3,0,2,1,18,11,1,3,17,10,0,17,17,0,4,1,0,0,0,12,0,0,4,7,1,0,0,0,0,0,0,17,0,8,0,0,1,0,0,0,2,3,0,0,0,10,0,1,0,0,0,4,2,1,0,3,0,1,0,6,0,12,4,3,1,4,0,3,0,12,3,32,0,2,10,0,0,0,0,9,0,2,4,0,1,1,3,11,1,5,3,0,1,1,1,1,3,3,1,0,4,1,0,9,5,1,1,0,0,0,5,2,0,0,0,4,0,6,2,0
545,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,6,1,1,0,2,0,0,0,1,0,0,0,1,5,43,0,2,1,0,2,0,3,1,0,1,8,1,1,1,6,0,0,3,0,0,57,9,5,0,0,0,6,1,7,0,0,1,4,0,0,13,1,7,11,3,0,0,0,13,0,0,0,2,15,0,1,1,3,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,12,3,0,1,0,2,31,19,0,0,0,5,2,0,0,2,1,1,0,0,0,2,0,0,0,0,8,0,1,4,7,0,4,0,0,0,0,1,0,0,0,0,2,6,4,2,13,0,0,2,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,0,13,1,1,16,0,8,0,0,0,1,0,20,1,4,1,0,0,1,4,0,0,0,2,7,7,2,1,0,2,1,0,2,0,33,0,50,0,1
546,1,1,0,2,0,1,1,5,0,0,2,0,10,2,0,1,2,0,1,2,0,6,0,4,3,4,0,2,13,0,5,10,0,12,10,1,9,1,0,0,7,0,14,2,2,0,11,0,1,0,0,1,10,3,3,0,0,0,0,2,1,2,4,1,16,0,8,3,1,2,0,3,0,0,1,0,0,3,0,2,2,0,0,0,12,0,1,0,0,2,1,1,6,1,5,1,1,14,0,1,9,6,3,1,1,8,12,1,1,21,0,2,10,0,0,0,8,1,0,0,4,1,0,2,2,1,3,0,18,7,7,0,2,0,0,1,1,0,0,0,0,0,6,0,1,3,2,1,0,1,3,0,0,3,6,8,6,1,25,0,1,0,0,0,1,0,3,4,18,0,1,4,0,1,0,0,2,5,1,2,1,2,2,0,5,0,17,1,0,0,1,7,1,1,3,1,0,0,0,0,8,0,4,0,12,0,2,6,2,1,1,0,7,0,9,0,0
547,0,2,1,3,1,3,14,0,6,0,8,2,1,2,0,1,2,3,0,2,0,1,2,9,2,3,1,0,4,0,2,0,1,1,3,0,2,20,0,2,1,1,0,6,3,2,1,4,1,0,0,2,1,1,0,0,1,0,16,1,1,4,3,14,3,0,1,6,1,10,0,5,2,0,4,0,6,0,0,2,1,1,19,1,2,0,2,1,2,0,10,12,3,0,7,3,0,0,6,0,3,5,5,0,1,0,2,18,2,3,2,0,5,0,2,1,1,2,3,1,5,0,0,0,0,1,16,2,1,0,8,2,1,0,0,0,1,0,1,4,3,2,4,11,0,9,3,2,2,0,1,9,1,0,2,2,1,0,1,0,5,3,0,0,0,1,3,0,3,0,0,14,0,5,0,0,4,1,6,0,1,2,1,2,1,0,3,1,6,0,9,9,2,0,1,1,0,4,1,0,1,1,5,4,1,0,17,3,17,1,18,2,1,1,1,3,4
548,1,1,3,4,0,7,0,4,0,0,0,1,0,4,9,1,2,6,8,7,2,0,7,1,0,4,3,0,0,0,0,4,0,2,7,0,1,0,1,8,0,0,3,0,1,5,1,6,1,5,5,0,2,0,1,1,1,0,0,0,1,0,4,0,2,5,2,2,2,1,1,2,1,4,0,4,0,4,5,0,1,1,0,26,0,0,0,1,3,0,0,1,1,0,4,3,2,4,3,0,2,0,2,9,0,0,6,0,0,2,0,4,0,7,5,2,2,1,0,0,1,29,1,4,6,5,0,0,4,7,0,0,0,6,1,2,1,2,9,0,1,1,1,2,3,0,0,4,6,4,0,0,12,1,6,13,5,0,5,0,1,11,2,11,0,0,12,5,4,3,2,4,1,0,0,3,5,2,1,1,6,1,1,0,5,22,5,0,0,7,1,1,1,2,4,4,6,1,2,0,10,3,0,0,2,13,0,4,4,0,0,4,0,7,3,5,2
